source_region,target_region,source_dataset,target_dataset,recommended_model,status,source_f1,target_f1,delta_f1,source_auroc,target_auroc,delta_auroc,target_ece,target_brier,threshold,transfer_summary_json_path,target_predictions_csv_path,target_calibration_summary_json_path,notes
houston,nola,houston_pooled_pairwise,nola_pooled_pairwise,hgbt,completed,1.0,0.8616504854368932,-0.13834951456310685,1.0,0.9824455171394295,-0.017554482860570486,0.024564552143098273,0.030710859527418734,0.4,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/houston_to_nola/hgbt_transfer_transfer_summary.json,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/houston_to_nola/hgbt_transfer_target_predictions.csv,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/houston_to_nola/hgbt_transfer_target_calibration_summary.json,
houston,seattle,houston_pooled_pairwise,seattle_pooled_pairwise,hgbt,completed,1.0,0.7993079584775087,-0.20069204152249132,1.0,0.9691178711860273,-0.030882128813972676,0.042790174983366555,0.04928629807198211,0.4,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/houston_to_seattle/hgbt_transfer_transfer_summary.json,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/houston_to_seattle/hgbt_transfer_target_predictions.csv,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/houston_to_seattle/hgbt_transfer_target_calibration_summary.json,
nola,houston,nola_pooled_pairwise,houston_pooled_pairwise,hgbt,completed,0.425,0.7403314917127072,0.3153314917127072,0.9719159558976492,0.9736129815064201,0.0016970256087708302,0.015935350804597716,0.021573090223440904,0.2,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/nola_to_houston/hgbt_transfer_transfer_summary.json,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/nola_to_houston/hgbt_transfer_target_predictions.csv,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/nola_to_houston/hgbt_transfer_target_calibration_summary.json,
nola,seattle,nola_pooled_pairwise,seattle_pooled_pairwise,hgbt,completed,0.425,0.8576709796672828,0.4326709796672828,0.9719159558976492,0.9763434632852745,0.004427507387625318,0.025994751164338088,0.03558425854903999,0.2,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/nola_to_seattle/hgbt_transfer_transfer_summary.json,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/nola_to_seattle/hgbt_transfer_target_predictions.csv,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/nola_to_seattle/hgbt_transfer_target_calibration_summary.json,
seattle,houston,seattle_pooled_pairwise,houston_pooled_pairwise,logreg,completed,0.8148148148148148,0.7171314741035857,-0.09768334071122908,0.961837217156366,0.9653462046160616,0.003508987459695523,0.023236897931034468,0.03068574984874804,0.8,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/seattle_to_houston/logreg_transfer_transfer_summary.json,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/seattle_to_houston/logreg_transfer_target_predictions.csv,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/seattle_to_houston/logreg_transfer_target_calibration_summary.json,
seattle,nola,seattle_pooled_pairwise,nola_pooled_pairwise,logreg,completed,0.8148148148148148,0.7049608355091384,-0.10985397930567642,0.961837217156366,0.9526118985753625,-0.009225318581003505,0.04254361626729666,0.06495901628017992,0.8,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/seattle_to_nola/logreg_transfer_transfer_summary.json,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/seattle_to_nola/logreg_transfer_target_predictions.csv,/Users/seoki/Desktop/research/outputs/2026-04-04_transfer_check/seattle_to_nola/logreg_transfer_target_calibration_summary.json,
