region,dataset,model_name,threshold,tp,fp,tn,fn,precision,recall,f1,weighted_cost_per_sample,weighted_cost_normalized,utility_profile,fn_weight,fp_weight,n_samples,positive_count,negative_count
nola,nola_pooled_pairwise,hgbt,0.52,35,28,1293,15,0.5556,0.7000,0.6195,0.075128,0.065563,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.53,34,27,1294,16,0.5574,0.6800,0.6126,0.078045,0.068109,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.54,34,27,1294,16,0.5574,0.6800,0.6126,0.078045,0.068109,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.55,34,27,1294,16,0.5574,0.6800,0.6126,0.078045,0.068109,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.56,34,27,1294,16,0.5574,0.6800,0.6126,0.078045,0.068109,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.57,34,27,1294,16,0.5574,0.6800,0.6126,0.078045,0.068109,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.58,33,26,1295,17,0.5593,0.6600,0.6055,0.080963,0.070656,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.59,33,26,1295,17,0.5593,0.6600,0.6055,0.080963,0.070656,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.60,33,26,1295,17,0.5593,0.6600,0.6055,0.080963,0.070656,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.61,33,25,1296,17,0.5690,0.6600,0.6111,0.080233,0.070019,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.62,32,24,1297,18,0.5714,0.6400,0.6038,0.083151,0.072565,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.63,32,24,1297,18,0.5714,0.6400,0.6038,0.083151,0.072565,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.64,32,23,1298,18,0.5818,0.6400,0.6095,0.082422,0.071929,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.65,32,23,1298,18,0.5818,0.6400,0.6095,0.082422,0.071929,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.66,31,23,1298,19,0.5741,0.6200,0.5962,0.086069,0.075111,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.67,31,22,1299,19,0.5849,0.6200,0.6019,0.085339,0.074475,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.68,31,22,1299,19,0.5849,0.6200,0.6019,0.085339,0.074475,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.69,31,22,1299,19,0.5849,0.6200,0.6019,0.085339,0.074475,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.70,31,22,1299,19,0.5849,0.6200,0.6019,0.085339,0.074475,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.71,31,22,1299,19,0.5849,0.6200,0.6019,0.085339,0.074475,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.72,31,22,1299,19,0.5849,0.6200,0.6019,0.085339,0.074475,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.73,31,22,1299,19,0.5849,0.6200,0.6019,0.085339,0.074475,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.74,29,21,1300,21,0.5800,0.5800,0.5800,0.091904,0.080204,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.75,29,20,1301,21,0.5918,0.5800,0.5859,0.091174,0.079567,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.76,28,20,1301,22,0.5833,0.5600,0.5714,0.094821,0.082750,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.77,28,19,1302,22,0.5957,0.5600,0.5773,0.094092,0.082113,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.78,28,19,1302,22,0.5957,0.5600,0.5773,0.094092,0.082113,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.79,28,19,1302,22,0.5957,0.5600,0.5773,0.094092,0.082113,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.80,28,19,1302,22,0.5957,0.5600,0.5773,0.094092,0.082113,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.81,27,19,1302,23,0.5870,0.5400,0.5625,0.097739,0.085296,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.82,27,18,1303,23,0.6000,0.5400,0.5684,0.097009,0.084659,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.83,27,18,1303,23,0.6000,0.5400,0.5684,0.097009,0.084659,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.84,27,18,1303,23,0.6000,0.5400,0.5684,0.097009,0.084659,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.85,27,18,1303,23,0.6000,0.5400,0.5684,0.097009,0.084659,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.86,27,18,1303,23,0.6000,0.5400,0.5684,0.097009,0.084659,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.87,27,18,1303,23,0.6000,0.5400,0.5684,0.097009,0.084659,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.88,27,17,1304,23,0.6136,0.5400,0.5745,0.096280,0.084023,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.89,27,15,1306,23,0.6429,0.5400,0.5870,0.094821,0.082750,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.90,27,15,1306,23,0.6429,0.5400,0.5870,0.094821,0.082750,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.91,27,14,1307,23,0.6585,0.5400,0.5934,0.094092,0.082113,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.92,27,12,1309,23,0.6923,0.5400,0.6067,0.092633,0.080840,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.93,25,10,1311,25,0.7143,0.5000,0.5882,0.098468,0.085933,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.94,23,9,1312,27,0.7188,0.4600,0.5610,0.105033,0.091661,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.95,21,8,1313,29,0.7241,0.4200,0.5316,0.111597,0.097390,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.96,21,7,1314,29,0.7500,0.4200,0.5385,0.110868,0.096754,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.97,17,5,1316,33,0.7727,0.3400,0.4722,0.123997,0.108211,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.98,15,4,1317,35,0.7895,0.3000,0.4348,0.130562,0.113940,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,0.99,12,3,1318,38,0.8000,0.2400,0.3692,0.140773,0.122852,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
nola,nola_pooled_pairwise,hgbt,1.00,0,0,1321,50,0.0000,0.0000,0.0000,0.182349,0.159134,miss_sensitive_fn5_fp1,5.00,1.00,1371,50,1321
seattle,seattle_pooled_pairwise,extra_trees,0.00,59,362,0,0,0.1401,1.0000,0.2458,0.859857,0.550989,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.01,58,200,162,1,0.2248,0.9831,0.3659,0.486936,0.312024,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.02,57,121,241,2,0.3202,0.9661,0.4810,0.311164,0.199391,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.03,57,98,264,2,0.3677,0.9661,0.5327,0.256532,0.164384,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.04,56,83,279,3,0.4029,0.9492,0.5657,0.232779,0.149163,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.05,56,77,285,3,0.4211,0.9492,0.5833,0.218527,0.140030,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.06,56,71,291,3,0.4409,0.9492,0.6022,0.204276,0.130898,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.07,56,67,295,3,0.4553,0.9492,0.6154,0.194774,0.124810,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.08,56,62,300,3,0.4746,0.9492,0.6328,0.182898,0.117199,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.09,56,54,308,3,0.5091,0.9492,0.6627,0.163895,0.105023,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.10,56,50,312,3,0.5283,0.9492,0.6788,0.154394,0.098935,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.11,56,46,316,3,0.5490,0.9492,0.6957,0.144893,0.092846,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.12,56,44,318,3,0.5600,0.9492,0.7044,0.140143,0.089802,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.13,56,43,319,3,0.5657,0.9492,0.7089,0.137767,0.088280,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.14,56,42,320,3,0.5714,0.9492,0.7134,0.135392,0.086758,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.15,55,41,321,4,0.5729,0.9322,0.7097,0.144893,0.092846,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.16,55,40,322,4,0.5789,0.9322,0.7143,0.142518,0.091324,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.17,55,36,326,4,0.6044,0.9322,0.7333,0.133017,0.085236,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.18,55,36,326,4,0.6044,0.9322,0.7333,0.133017,0.085236,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.19,55,33,329,4,0.6250,0.9322,0.7483,0.125891,0.080670,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.20,55,30,332,4,0.6471,0.9322,0.7639,0.118765,0.076104,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.21,55,30,332,4,0.6471,0.9322,0.7639,0.118765,0.076104,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.22,55,29,333,4,0.6548,0.9322,0.7692,0.116390,0.074581,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.23,55,26,336,4,0.6790,0.9322,0.7857,0.109264,0.070015,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.24,54,26,336,5,0.6750,0.9153,0.7770,0.121140,0.077626,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.25,54,26,336,5,0.6750,0.9153,0.7770,0.121140,0.077626,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.26,54,25,337,5,0.6835,0.9153,0.7826,0.118765,0.076104,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.27,54,25,337,5,0.6835,0.9153,0.7826,0.118765,0.076104,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.28,54,24,338,5,0.6923,0.9153,0.7883,0.116390,0.074581,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.29,54,23,339,5,0.7013,0.9153,0.7941,0.114014,0.073059,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.30,54,22,340,5,0.7105,0.9153,0.8000,0.111639,0.071537,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.31,54,21,341,5,0.7200,0.9153,0.8060,0.109264,0.070015,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.32,54,20,342,5,0.7297,0.9153,0.8120,0.106888,0.068493,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.33,54,20,342,5,0.7297,0.9153,0.8120,0.106888,0.068493,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.34,54,20,342,5,0.7297,0.9153,0.8120,0.106888,0.068493,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.35,54,19,343,5,0.7397,0.9153,0.8182,0.104513,0.066971,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.36,54,17,345,5,0.7606,0.9153,0.8308,0.099762,0.063927,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.37,54,17,345,5,0.7606,0.9153,0.8308,0.099762,0.063927,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.38,53,17,345,6,0.7571,0.8983,0.8217,0.111639,0.071537,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.39,52,17,345,7,0.7536,0.8814,0.8125,0.123515,0.079148,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.40,52,17,345,7,0.7536,0.8814,0.8125,0.123515,0.079148,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.41,52,16,346,7,0.7647,0.8814,0.8189,0.121140,0.077626,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.42,52,16,346,7,0.7647,0.8814,0.8189,0.121140,0.077626,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.43,52,15,347,7,0.7761,0.8814,0.8254,0.118765,0.076104,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.44,52,15,347,7,0.7761,0.8814,0.8254,0.118765,0.076104,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.45,52,14,348,7,0.7879,0.8814,0.8320,0.116390,0.074581,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.46,52,14,348,7,0.7879,0.8814,0.8320,0.116390,0.074581,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.47,51,14,348,8,0.7846,0.8644,0.8226,0.128266,0.082192,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.48,51,13,349,8,0.7969,0.8644,0.8293,0.125891,0.080670,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.49,50,12,350,9,0.8065,0.8475,0.8264,0.135392,0.086758,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.50,50,11,351,9,0.8197,0.8475,0.8333,0.133017,0.085236,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.51,50,11,351,9,0.8197,0.8475,0.8333,0.133017,0.085236,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.52,49,11,351,10,0.8167,0.8305,0.8235,0.144893,0.092846,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.53,49,10,352,10,0.8305,0.8305,0.8305,0.142518,0.091324,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.54,49,8,354,10,0.8596,0.8305,0.8448,0.137767,0.088280,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.55,49,8,354,10,0.8596,0.8305,0.8448,0.137767,0.088280,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.56,48,7,355,11,0.8727,0.8136,0.8421,0.147268,0.094368,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.57,47,7,355,12,0.8704,0.7966,0.8319,0.159145,0.101979,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.58,47,7,355,12,0.8704,0.7966,0.8319,0.159145,0.101979,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.59,46,5,357,13,0.9020,0.7797,0.8364,0.166271,0.106545,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.60,44,5,357,15,0.8980,0.7458,0.8148,0.190024,0.121766,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.61,42,5,357,17,0.8936,0.7119,0.7925,0.213777,0.136986,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.62,39,5,357,20,0.8864,0.6610,0.7573,0.249406,0.159817,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.63,39,5,357,20,0.8864,0.6610,0.7573,0.249406,0.159817,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.64,39,3,359,20,0.9286,0.6610,0.7723,0.244656,0.156773,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.65,39,3,359,20,0.9286,0.6610,0.7723,0.244656,0.156773,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.66,39,3,359,20,0.9286,0.6610,0.7723,0.244656,0.156773,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.67,39,2,360,20,0.9512,0.6610,0.7800,0.242280,0.155251,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.68,38,2,360,21,0.9500,0.6441,0.7677,0.254157,0.162861,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.69,38,2,360,21,0.9500,0.6441,0.7677,0.254157,0.162861,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.70,37,2,360,22,0.9487,0.6271,0.7551,0.266033,0.170472,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.71,36,2,360,23,0.9474,0.6102,0.7423,0.277910,0.178082,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.72,36,2,360,23,0.9474,0.6102,0.7423,0.277910,0.178082,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.73,36,2,360,23,0.9474,0.6102,0.7423,0.277910,0.178082,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.74,36,2,360,23,0.9474,0.6102,0.7423,0.277910,0.178082,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.75,33,2,360,26,0.9429,0.5593,0.7021,0.313539,0.200913,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.76,33,2,360,26,0.9429,0.5593,0.7021,0.313539,0.200913,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.77,33,2,360,26,0.9429,0.5593,0.7021,0.313539,0.200913,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.78,33,2,360,26,0.9429,0.5593,0.7021,0.313539,0.200913,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.79,33,2,360,26,0.9429,0.5593,0.7021,0.313539,0.200913,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.80,33,2,360,26,0.9429,0.5593,0.7021,0.313539,0.200913,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.81,32,2,360,27,0.9412,0.5424,0.6882,0.325416,0.208524,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.82,32,2,360,27,0.9412,0.5424,0.6882,0.325416,0.208524,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.83,32,2,360,27,0.9412,0.5424,0.6882,0.325416,0.208524,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.84,32,2,360,27,0.9412,0.5424,0.6882,0.325416,0.208524,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.85,32,2,360,27,0.9412,0.5424,0.6882,0.325416,0.208524,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.86,32,0,362,27,1.0000,0.5424,0.7033,0.320665,0.205479,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.87,32,0,362,27,1.0000,0.5424,0.7033,0.320665,0.205479,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.88,32,0,362,27,1.0000,0.5424,0.7033,0.320665,0.205479,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.89,32,0,362,27,1.0000,0.5424,0.7033,0.320665,0.205479,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.90,31,0,362,28,1.0000,0.5254,0.6889,0.332542,0.213090,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.91,31,0,362,28,1.0000,0.5254,0.6889,0.332542,0.213090,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.92,31,0,362,28,1.0000,0.5254,0.6889,0.332542,0.213090,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.93,30,0,362,29,1.0000,0.5085,0.6742,0.344418,0.220700,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.94,29,0,362,30,1.0000,0.4915,0.6591,0.356295,0.228311,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.95,29,0,362,30,1.0000,0.4915,0.6591,0.356295,0.228311,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.96,29,0,362,30,1.0000,0.4915,0.6591,0.356295,0.228311,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.97,26,0,362,33,1.0000,0.4407,0.6118,0.391924,0.251142,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.98,20,0,362,39,1.0000,0.3390,0.5063,0.463183,0.296804,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,0.99,2,0,362,57,1.0000,0.0339,0.0656,0.676960,0.433790,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
seattle,seattle_pooled_pairwise,extra_trees,1.00,0,0,362,59,0.0000,0.0000,0.0000,0.700713,0.449011,miss_sensitive_fn5_fp1,5.00,1.00,421,59,362
