dataset,current_model_name,robust_model_name,changed,current_f1_mean,robust_f1_mean,current_ece_mean,robust_ece_mean,current_out_of_time_delta_f1_mean,robust_out_of_time_delta_f1_mean,current_meets_temporal_target,robust_meets_temporal_target,best_available_out_of_time_delta_f1_mean_any_model,best_available_out_of_time_delta_f1_mean_ece_pass,temporal_target_feasible_any_model,temporal_target_feasible_with_ece_gate,robust_in_time_regression_from_best_f1,robust_gate_status,robust_selection_rule
houston_pooled_pairwise,hgbt,hgbt,False,0.8285714285714286,0.8285714285714286,0.022859754716981127,0.022859754716981127,-0.10129870129870133,-0.10129870129870133,False,False,0.07269338303821066,-0.10129870129870133,True,False,0.0,temporal_gate_failed_fallback_to_f1_band_with_ece_gate,f1_band+ece_gate_then_max_robust_score_then_min_ece_then_min_f1_std
