true_area_row_count,true_area_region_count,true_area_split_count,true_area_supported_split_count,true_area_low_support_count,low_support_region_splits,own_ship_hgbt_f1_mean,own_ship_hgbt_f1_min,own_ship_hgbt_f1_max,timestamp_hgbt_f1_mean,timestamp_hgbt_f1_min,timestamp_hgbt_f1_max,transfer_row_count,transfer_region_count,transfer_negative_delta_count,negative_transfer_pairs,transfer_delta_f1_mean,transfer_delta_f1_min,transfer_delta_f1_max,detail_csv_path
8,4,8,8,0,,0.7293075979895149,0.6666666666666666,0.7789142407553108,0.6356839829774765,0.3333333333333333,0.8462073764787752,6,3,1,seattle_2023_to_2024(-0.0267),0.11909723385774933,-0.026707816487625435,0.4385342789598109,/Users/seoki/Desktop/research/docs/true_unseen_area_evidence_report_2026-04-04_expanded_models_10seed_detail.csv
