candidate_count,dataset,ece_gate_enabled,ece_gate_max,ece_gate_pass_count,ece_gate_pass_total_count,ece_mean,ece_std,f1_mean,f1_std,f1_tolerance,gate_status,model_family,model_name,selection_rule
3,houston_pooled_pairwise,True,0.1,1,4,0.022859754716981127,0.0,0.8285714285714286,0.0,0.01,pass_within_f1_band,tabular,hgbt,ece_gate_then_max_f1_within_tolerance_then_min_ece_then_min_f1_std
1,nola_pooled_pairwise,True,0.1,1,6,0.023666900072939458,0.0,0.6015037593984962,0.0,0.01,pass_within_f1_band,tabular,hgbt,ece_gate_then_max_f1_within_tolerance_then_min_ece_then_min_f1_std
2,seattle_pooled_pairwise,True,0.1,2,4,0.030037007363420427,0.0017085635258633697,0.8173697467009166,0.026131429561191927,0.01,pass_within_f1_band,tabular,extra_trees,ece_gate_then_max_f1_within_tolerance_then_min_ece_then_min_f1_std
