source_region,model_name,target_count,completed_target_count,mean_target_f1,min_target_f1,mean_delta_f1,min_delta_f1,mean_target_ece,max_target_ece,all_targets_ece_leq_max
seattle,extra_trees,2,2,0.8303380402225075,0.8070175438596491,0.025459991442019603,0.0021394950791612244,0.03017578008697304,0.03315403908045973,True
seattle,hgbt,2,2,0.8434422152213563,0.8108108108108109,0.028627400406541603,-0.004004004004003914,0.01822582890957828,0.020579042186972672,True
seattle,logreg,2,2,0.7157950655176484,0.7106598984771574,-0.08908298326283942,-0.09421815030333047,0.032890257099165564,0.04254361626729666,True
seattle,random_forest,2,2,0.8468944046107929,0.8127208480565371,0.04169959941598761,0.007526042861731863,0.02130850644632464,0.022040712183908073,True
seattle,rule_score,2,2,0.44716312056737584,0.36666666666666664,0.13681829298116896,0.056321839080459735,0.15374225868562857,0.16764166620689683,False
seattle,torch_mlp,2,2,0.6490941971509249,0.586046511627907,-0.15610060804388037,-0.21914829356689824,0.15161169017460557,0.16160346540668238,False
